Practice code,Practice name,ICB area,Borough,Post Code,Matched Address,Matched Postcode,Latitude,Longitude,TomTom Score,Match Type
E86030,Brunel Medical Centre,NWL,Hillingdon,UB8 3PH,"3 Kingston Lane, Uxbridge, UB8 3PQ",,51.531816,-0.472328,10.5165462494,Name + postcode match
E86036,First Care Practice,NWL,Hillingdon,UB10 9QF,"55 Edward Road, Balsall Heath, Birmingham, B12 9LP",,52.4574,-1.88805,8.0325021744,Name + postcode match
E86637,Heathrow Medical Centre,NWL,Hillingdon,UB3 5AB,"3 Saint Peters Way, Harlington, Hayes, UB3 5AB",,51.49197,-0.43494,13.0667867661,Name + postcode match
E85024,Carlton Surgery,NWL,Hounslow,TW14 0AX,"112 Hounslow Road, Feltham, TW14 0AX",,51.4533,-0.404583,10.9264259338,Name + postcode match
E85115,Pentelow Practice,NWL,Hounslow,TW14 9EF,"26 Pentelow Gardens, Feltham, TW14 9EF",,51.456651,-0.416583,10.9264259338,Name + postcode match
E85681,Jersey Practice,NWL,Hounslow,TW5 9ER,"9 Cranford Lane, Hounslow, TW5 9EP",,51.484,-0.382372,8.3761854172,Name + postcode match
E85699,Grove Village Medical Centre,NWL,Hounslow,TW14 8SN,"4 Cleeve Court, Feltham, TW14 8SA",,51.44904,-0.43132,12.2919082642,Name + postcode match
E85708,Gill Medical Practice,NWL,Hounslow,TW14 0AB,"32 Harlington Road East, Feltham, TW14 0AB",,51.4515,-0.404907,13.0667867661,Name + postcode match
E85713,Hounslow Family Practice,NWL,Hounslow,TW3 4JX,"77 Lampton Road, Hounslow, TW3 4DH",,51.4729,-0.366593,10.1927070618,Name + postcode match
E85739,HMC Health,NWL,Hounslow,TW5 9ER,"23 Cranford Lane, Hounslow, TW5 9EP",,51.484,-0.382372,7.9263696671,Name + postcode match
E85739001,HMC Health: The Great West Surgery,NWL,Hounslow,,"23 Cranford Lane, Hounslow, TW5 9EP",,51.484,-0.382372,10.1855401993,Name + postcode match
E85744,Argyle Health Isleworth Practice,NWL,Hounslow,TW7 7DJ,"146 Twickenham Road, Isleworth, TW7 7DJ",,51.4678,-0.328737,15.1659879684,Name + postcode match
Y02671,The Practice Heart of Hounslow,NWL,Hounslow,TW3 3LN,"B9055, Stenness, Stromness, KW16 3JZ",,58.993998,-3.208118,9.9971981049,Name + postcode match
E87004,Health Partners at Violet Melchett,NWL,West London,SW3 5RR,"30 Flood Street, Chelsea, London, SW3 5ST",,51.486892,-0.166712,14.3511238098,Name + postcode match
E87007,Westbourne Grove Medical Centre,NWL,West London,W11 2SE,"Westbourne Grove, Notting Hill, London, W11 2SE",,51.514489,-0.199545,11.3151130676,Name + postcode match
E87016,Holland Park Surgery,NWL,West London,W8 7RX,"8 Phillimore Walk, Kensington, London, W8 7RX",,51.5014,-0.194421,13.0667867661,Name + postcode match
E87047,Earls Court Medical Centre,NWL,West London,SW5 9AD,"248 Earl's Court Road, Earls Court, London, SW5 9AD",,51.4918,-0.192684,15.1659879684,Name + postcode match
E87065,The Notting Hill Medical Centre,NWL,West London,W11 2EH,"14 Codrington Mews, Notting Hill, London, W11 2EH",,51.51504,-0.20676,15.1659879684,Name + postcode match
E87067,Colville Health Centre,NWL,West London,W11 1PA,"51 Kensington Park Road, Notting Hill, London, W11 1PA",,51.515864,-0.206178,13.0667867661,Name + postcode match
E87711,Royal Hospital Chelsea,NWL,West London,SW3 4SR,"Royal Hospital Road, Chelsea, London, SW3 4SR",,51.486889,-0.159127,13.0667867661,Name + postcode match
E87742,The Golborne Medical Centre,NWL,West London,W10 5PE,"12 Golborne Road, North Kensington, London, W10 5PE",,51.524,-0.2067,15.1659879684,Name + postcode match
E87750,Earls Court Surgery,NWL,West London,SW5 9JA,"269 Old Brompton Road, Earls Court, London, SW5 9JA",,51.4887,-0.191883,13.0667867661,Name + postcode match
Y00200,Portobello Medical Centre,NWL,West London,W11 2EH,"14 Codrington Mews, Notting Hill, London, W11 2EH",,51.51504,-0.20676,10.8416337967,Name + postcode match
Y03441,Earls Court Health and Wellbeing,NWL,West London,SW5 0PT,"5 Hogarth Road, Earls Court, London, SW5 0PT",,51.49251,-0.1927,10.8416337967,Name + postcode match
G83025,Welling Medical Practice,SEL,Bexley,DA16 2AT,"2 Danson Crescent, Welling, DA16 2AT",,51.460819,0.107985,13.0667867661,Name + postcode match
G83028,Bexley Group Practice,SEL,Bexley,DA16 3HQ,"76 Upper Wickham Lane, Welling, DA16 3HQ",,51.4658,0.10967,13.0667867661,Name + postcode match
G83028002,Bexley Group Practice: Station Road Surgery,SEL,Bexley,,"24 Station Road, Belvedere, DA17 6JJ",,51.491502,0.151673,11.508307457,Name + postcode match
G84006,Summercroft Surgery,SEL,Bromley,BR6 7AR,"1 Starts Hill Road, Orpington, BR6 7AR",,51.367678,0.059419,10.9264259338,Name + postcode match
G84027,Elm House Surgery,SEL,Bromley,BR3 3FD,"379 Croydon Road, Beckenham, BR3 3FD",,51.4049,-0.032707,13.0667867661,Name + postcode match
Y06345,Bromleag Care Practice,SEL,Bromley,BR3 1DU,"14 The Crescent, Beckenham, BR3 1DU",,51.409624,-0.026672,13.0667867661,Name + postcode match
G83016,Royal Arsenal Medical Centre,SEL,Greenwich,SE18 6TE,"Arsenal Way, Woolwich, London, SE18 6GT",,51.492373,0.073485,12.2919082642,Name + postcode match
G83019,Plumstead Health Centre,SEL,Greenwich,SE18 1BB,"79 Tewson Road, Plumstead, London, SE18 1BB",,51.485326,0.091967,10.021944046,Name + postcode match
G83025001,Welling Medical Practice: Holly House Surgery,SEL,Greenwich,,"30 Upper Fairfield Road, Leatherhead, KT22 7HH",,51.29691,-0.32973,10.1047258377,Name + postcode match
G83026001,Triveni PMS: Plumstead Common Road Surgery,SEL,Greenwich,,"34 Plumstead Common Road, Plumstead, London, SE18 3TN",,51.481999,0.070639,11.2679510117,Name + postcode match
G83027001,Kidbrooke Village Medical Centre,SEL,Greenwich,,"10 Pegler Square, Blackheath, London, SE3 9FW",,51.4611,0.027195,10.2679080963,Name + postcode match
G83065002,Burney Street Practice: Wallace Centre,SEL,Greenwich,,"48 Burney Street, Greenwich, London, SE10 8EX",,51.47917,-0.008422,8.1057310104,Name + postcode match
G83654,Bannockburn Surgery,SEL,Greenwich,SE18 1ES,"22 Bannockburn Road, Plumstead, London, SE18 1ES",,51.488187,0.094565,10.9264259338,Name + postcode match
G83673003,Elmstead Medical Clinic: Campus Surgery,SEL,Greenwich,,"81 William Barefoot Drive, Eltham, London, SE9 3JD",,51.43112,0.05834,8.1687068939,Name + postcode match
V8R9W,Plumstead Health Centre: Trinity Medical Centre,SEL,Greenwich,,"11 Garland Road, Plumstead, London, SE18 2AE",,51.4788,0.085829,11.4119243622,Name + postcode match
Y02974,AT Medics: Thamesmead Medical Centre,SEL,Greenwich,SE28 0NY,"5 Thames Reach, Thamesmead, London, SE28 0NY",,51.4985,0.090286,12.545624733,Name + postcode match
G85002,AT Medics: Streatham High Practice,SEL,Lambeth,SW16 2ST,"6 Gracefield Gardens, Streatham, London, SW16 2ST",,51.432572,-0.127879,14.5680904388,Name + postcode match
G85011001,Clapham Family Practice: Manor Health Centre,SEL,Lambeth,,"83 Brigstock Road, Thornton Heath, CR7 7JH",,51.397275,-0.1036,9.0477313995,Name + postcode match
G85054,Lambeth Walk Group Practice,SEL,Lambeth,SW9 6AF,"60 Patmos Road, Stockwell, London, SW9 6AF",,51.4757,-0.10519,15.1659879684,Name + postcode match
G85086,The South Lambeth Road Practice,SEL,Lambeth,SW8 1UL,"47 Teversham Lane, Vauxhall, London, SW8 1",,51.4766,-0.123659,14.3511238098,Name + postcode match
G85100,Beckett House Practice,SEL,Lambeth,SW9 9DL,"21 Grantham Road, Brixton, London, SW9 9DL",,51.4695,-0.123532,13.0667867661,Name + postcode match
G85135,Minet Green Health Practice,SEL,Lambeth,SW9 6AF,"1 Fitzpatrick Road, Stockwell, London, SW9 6AF",,51.47569,-0.105249,8.5019788742,Name + postcode match
G85136,Waterloo Health Centre,SEL,Lambeth,SE1 7AE,"118 Lower Marsh, Waterloo, London, SE1 7AE",,51.5005,-0.113757,13.0667867661,Name + postcode match
G85647,The Exchange Surgery,SEL,Lambeth,SW16 2ST,"8 Gracefield Gardens, Streatham, London, SW16 2ST",,51.4326,-0.12793,12.8814239502,Name + postcode match
G85695,Akerman Medical Practice,SEL,Lambeth,SW9 6AF,"1 Fitzpatrick Road, Stockwell, London, SW9 6AF",,51.47569,-0.105249,13.0667867661,Name + postcode match
G85708,Dr Curran & Partners,SEL,Lambeth,SW4 6EB,"86 Clapham Manor Street, Clapham, London, SW4 6EB",,51.46543,-0.13621,13.0667867661,Name + postcode match
Y07020,Lambeth Healthcare Practice,SEL,Lambeth,SE23 1RJ,"Saint German's Road, Forest Hill, London, SE23 1RJ",,51.443248,-0.039744,6.7491197586,Name + postcode match
D6U6U,Lewisham Care Partnership: Morden Hill Surgery,SEL,Lewisham,,"23 Morden Hill, Lewisham, London, SE13 7NN",,51.46912,-0.012227,14.2285308838,Name + postcode match
G85015,AT Medics: QRP Surgery,SEL,Lewisham,SE14 5HD,"387 Queen's Road, New Cross Gate, London, SE14 5HD",,51.4743,-0.0472,8.2039461136,Name + postcode match
G85085,Grove Medical Centre,SEL,Lewisham,SE8 3QH,"3 Windlass Place, Deptford, London, SE8 3QH",,51.4903,-0.035213,13.0667867661,Name + postcode match
G85105,Vesta Road Surgery,SEL,Lewisham,SE4 2NH,"58 Vesta Road, Brockley, London, SE4 2NH",,51.4687,-0.04063,13.0667867661,Name + postcode match
J5N4Z,Lewisham Care Partnership: Belmont Hill Surgery,SEL,Lewisham,,"36 Belmont Hill, Hither Green, London, SE13 5AY",,51.4626,-0.004427,14.2285308838,Name + postcode match
J6X4D,Lewisham Care Partnership: Honor Oak Health Centre,SEL,Lewisham,,"172 Adelaide Avenue, Lewisham, London, SE4 1JN",,51.45708,-0.02499,9.552482605,Name + postcode match
K2T3Y,The Jenner Practice: Bellingham Green Surgery,SEL,Lewisham,,"The Green, Upper Poppleton, York, YO26 6EL",,53.9804,-1.15343,8.7999820709,Name + postcode match
N5T5S,The Jenner Practice: South Lewisham Health Centre,SEL,Lewisham,,"Powell Street, Worsbrough, Barnsley, S70 5NZ",,53.5291,-1.46017,11.13377285,Name + postcode match
T8U5Q,Lewisham Care Partnership: Hilly Fields Medical Centre,SEL,Lewisham,,"172 Adelaide Avenue, Lewisham, London, SE4 1JN",,51.45708,-0.02499,16.1938743591,Name + postcode match
G85029,Falmouth Road Group Practice,SEL,Southwark ,SE1 4JW,"78 Falmouth Road, The Borough, London, SE1 4JW",,51.4967,-0.093283,15.1659879684,Name + postcode match
G85034001,Nexus Health Group: Artesian Health Centre,SEL,Southwark ,,"138 Grange Road, Bermondsey, London, SE1 3GF",,51.494099,-0.075002,10.1728639603,Name + postcode match
G85087,AT Medics: Silverlock Medical Centre,SEL,Southwark ,SE16 3HA,"2 Verney Way, South Bermondsey, London, SE16 3HA",,51.48597,-0.06334,14.7534542084,Name + postcode match
G85681,The Lordship Lane Surgery,SEL,Southwark ,SE22 8JN,"417 Lordship Lane, East Dulwich, London, SE22 8JN",,51.448393,-0.073372,15.1659879684,Name + postcode match
Y06113,Qhs GP Care Home Service,SEL,Southwark ,SE16 4BL,"4 Old Jamaica Road, South Bermondsey, London, SE16 4BL",,51.497,-0.069139,17.2252044678,Name + postcode match
H83004,Farley Road Medical Practice,SWL,Croydon,CR2 7NG,"Farley Road, South Croydon, CR2 7NG",,51.348542,-0.067855,11.3151130676,Name + postcode match
H83004001,The Farley Road Surgery: Holmbury Grove Surgery,SWL,Croydon,,"130 Grove Road, Bow, London, E3 5TW",,51.5298,-0.03886,11.6388616562,Name + postcode match
H83008,Addiscombe Road Surgery,SWL,Croydon,CR0 6JJ,"6 Morland Road, Croydon, CR0 6NA",,51.3806,-0.086054,9.9525775909,Name + postcode match
H83011,North Croydon Medical Centre,SWL,Croydon,CR7 7HQ,"518 London Road, Thornton Heath, CR7 7HQ",,51.3883,-0.111174,15.1659879684,Name + postcode match
H83012,St James Medical Centre,SWL,Croydon,CR0 2BZ,"189A Saint James's Road, Croydon, CR0 2BZ",,51.3818,-0.09309,15.1659879684,Name + postcode match
H83012001,St. James's Medical Centre: Castle Hill Avenue Surgery,SWL,Croydon,,"1 Castle Hill Avenue, New Addington, Croydon, CR0 0TH",,51.3484,-0.021299,13.1678590775,Name + postcode match
H83014,Queenhill Medical Practice,SWL,Croydon,CR2 8DU,"31 Queenhill Road, South Croydon, CR2 8DU",,51.34534,-0.06584,13.0667867661,Name + postcode match
H83015,Parkside Group Practice,SWL,Croydon,CR2 6EX,"27 Wyche Grove, South Croydon, CR2 6EX",,51.351,-0.097761,13.0667867661,Name + postcode match
H83020,Eversley Medical Practice,SWL,Croydon,CR7 6AR,"501 London Road, Thornton Heath, CR7 6AR",,51.3881,-0.1118,10.8836174011,Name + postcode match
H83021,London Road Medical Practice,SWL,Croydon,CR7 6AR,"515 London Road, Thornton Heath, CR7 6AR",,51.3885,-0.111899,15.1659879684,Name + postcode match
H83037,Auckland Surgery,SWL,Croydon,SE19 2DF,"84 Auckland Road, Crystal Palace, London, SE19 2DF",,51.409548,-0.080911,10.9264259338,Name + postcode match
H83043003,Shirley Medical Centre: Wickham Road Surgery,SWL,Croydon,,"370 Wickham Road, Croydon, CR0 8BH",,51.37541,-0.04355,11.696023941,Name + postcode match
H83051001,Thornton Road & Valley Park Surgery: Valley Park Surgery,SWL,Croydon,,"299 Thornton Road, Croydon, CR0 3EW",,51.388031,-0.12075,18.7518787384,Name + postcode match
H83608,Brigstock Family Practice,SWL,Croydon,CR7 7JH,"83 Brigstock Road, Thornton Heath, CR7 7JH",,51.397275,-0.1036,12.5028181076,Name + postcode match
H83611,Selhurst Medical Centre,SWL,Croydon,SE25 5QA,"29 Selhurst Road, South Norwood, London, SE25 5QA",,51.3896,-0.0891,13.0667867661,Name + postcode match
V3N8W,Keston Medical Practice: The Moorings Medical Practice,SWL,Croydon,,"2B Valley Road, Kenley, CR8 5DG",,51.3222,-0.095878,14.5922613144,Name + postcode match
X7M5Y,Selsdon Park Medical Practice: Mitchley Avenue Surgery,SWL,Croydon,,"97 Addington Road, South Croydon, CR2 8LG",,51.3424,-0.064559,10.2679080963,Name + postcode match
Y02962,Edridge Road Community Health Centre,SWL,Croydon,CR0 1FE,"2 Edridge Road, Croydon, CR0 1EG",,51.3705,-0.0987,14.3511238098,Name + postcode match
H84020002,Fairhill Medical Practice: Kingston University,SWL,Kingston,,"14 Fairfield South, Kingston upon Thames, KT1 2UJ",,51.4075,-0.29873,9.9549350739,Name + postcode match
H84051,Roselawn Surgery,SWL,Kingston,KT3 6AA,"149 Malden Road, New Malden, KT3 6AA",,51.39796,-0.25577,10.9264259338,Name + postcode match
H85027,Wimbledon Village Surgery,SWL,Merton,SW19 5BY,"5 High Street Wimbledon, Wimbledon, London, SW19 4",,51.425,-0.219644,10.5165462494,Name + postcode match
H85092,Riverhouse Medical Practice,SWL,Merton,SW19 1YG,"2D East Road, Merton, London, SW19 1UW",,51.4209,-0.183543,10.1927070618,Name + postcode match
H85649,Colliers Wood Surgery,SWL,Merton,SW19 2BY,"58 High Street Collier's Wood, Colliers Wood, London, SW19 2BY",,51.42076,-0.17584,13.0667867661,Name + postcode match
H85649001,Colliers Wood Surgery: Lavender Fields Surgery,SWL,Merton,,"58 High Street Collier's Wood, Colliers Wood, London, SW19 2BY",,51.42076,-0.17584,10.1728639603,Name + postcode match
H85656,Alexandra Road Surgery,SWL,Merton,SW19 7JZ,"39 Alexandra Road, Wimbledon, London, SW19 7JZ",,51.4235,-0.2046,12.2892522812,Name + postcode match
H85683,Faccini House Surgery,SWL,Merton,SM4 6RT,"64 Middleton Road, Morden, SM4 6RT",,51.389717,-0.189998,13.0667867661,Name + postcode match
E85045,Twickenham Park Medical Centre,SWL,Richmond,TW13 6HD,"192 Twickenham Road, Hanworth, Feltham, TW13 6HD",,51.43705,-0.37272,12.4608335495,Name + postcode match
H84012001,York Medical Practice: St. Mary's College,SWL,Richmond,,"271 Waldegrave Road, Twickenham, TW1 4SX",,51.4362,-0.335892,14.3474884033,Name + postcode match
H84040,Hampton Medical Centre,SWL,Richmond,TW12 2PB,"49AA Priory Road, Hampton, TW12 2PB",,51.418476,-0.372592,13.0667867661,Name + postcode match
H84057,Staines Road Medical Centre,SWL,Richmond,TW2 5AU,"Staines Road, Twickenham, TW2 5AU",,51.440216,-0.356848,11.3151130676,Name + postcode match
H84623,Hampton Hill Medical Centre,SWL,Richmond,TW12 1NY,"102 High Street, Hampton Hill, Hampton, TW12 1NY",,51.427724,-0.354911,15.1659879684,Name + postcode match
Y01206,Glebe Road Surgery,SWL,Richmond,SW13 0DR,"1 Glebe Road, Barnes, London, SW13 0DR",,51.473951,-0.242733,13.0667867661,Name + postcode match
E85045,Twickenham Park Medical Centre,SWL,Sutton,TW13 6HD,"192 Twickenham Road, Hanworth, Feltham, TW13 6HD",,51.43705,-0.37272,12.4608335495,Name + postcode match
H84012001,York Medical Practice: St. Mary's College,SWL,Sutton,,"271 Waldegrave Road, Twickenham, TW1 4SX",,51.4362,-0.335892,14.3474884033,Name + postcode match
H84040,Hampton Medical Centre,SWL,Sutton,TW12 2PB,"49AA Priory Road, Hampton, TW12 2PB",,51.418476,-0.372592,13.0667867661,Name + postcode match
H84057,Staines Road Medical Centre,SWL,Sutton,TW2 5AU,"Staines Road, Twickenham, TW2 5AU",,51.440216,-0.356848,11.3151130676,Name + postcode match
H84623,Hampton Hill Medical Centre,SWL,Sutton,TW12 1NY,"102 High Street, Hampton Hill, Hampton, TW12 1NY",,51.427724,-0.354911,15.1659879684,Name + postcode match
Y01206,Glebe Road Surgery,SWL,Sutton,SW13 0DR,"1 Glebe Road, Barnes, London, SW13 0DR",,51.473951,-0.242733,13.0667867661,Name + postcode match
H85008001,Roehampton Lane Surgery: Ashburton Medical Practice,SWL,Wandsworth,,"Surgery Lane & Wells Avenue, Hartlepool, TS24 9DN",,54.704,-1.22342,9.5953321457,Name + postcode match
H85012001,Putneymead Group Medical Practice: Student Medical Centre,SWL,Wandsworth,,"350 Upper Richmond Road, Putney, London, SW15 6TH",,51.461703,-0.220303,12.2335233688,Name + postcode match
H85057,Elborough Street Surgery,SWL,Wandsworth,SW18 5DS,"81 Elborough Street, Wandsworth, London, SW18 5DS",,51.442067,-0.201302,13.0667867661,Name + postcode match
H85075,Haider Practice,SWL,Wandsworth,SW11 1SW,"162 Saint John's Hill, Battersea, London, SW11 1SW",,51.46,-0.179402,10.9264259338,Name + postcode match
H85082,Triangle Surgery,SWL,Wandsworth,SW18 4HX,"2 Broomhill Road, Wandsworth, London, SW18 4HX",,51.456705,-0.1983,10.9264259338,Name + postcode match
H85659,St Johns Hill Surgery,SWL,Wandsworth,SW11 1SW,"Saint John's Hill, Wandsworth, London, SW11 1SW",,51.459692,-0.179587,13.5316133499,Name + postcode match
H85680,Tooting South Medical Centre,SWL,Wandsworth,SW17 9HQ,"22 Otterburn Street, Tooting, London, SW17 9HQ",,51.42209,-0.16162,15.1659879684,Name + postcode match
Y01132,Chartfield Surgery,SWL,Wandsworth,SW15 6HG,"30 Chartfield Avenue, Putney, London, SW15 6HG",,51.4573,-0.226388,10.9264259338,Name + postcode match
